variance,avg_isolated,avg_num_communities,avg_modularity,avg_similarity,epsilon
0.08715826644884145,29.4,1.6,0.0004002250498747053,0.7013357725313407,0.08717434869739478
0.08759064858909998,34.8,2.0,0.0006004001999998585,0.6994262473000245,0.08817635270541081
0.08497694399181699,27.8,2.2,0.0006003500998496272,0.7030726279760698,0.08917835671342685
0.08589771330097998,31.0,2.2,0.0006003500998496272,0.7021735518265805,0.09018036072144288
0.08687328757775646,31.4,2.4,0.0008004500997494297,0.7016707723021137,0.09118236472945891
0.08703751844207074,31.0,2.0,0.0005003502000499447,0.6997829401216605,0.09218436873747494
0.08858333343159848,31.6,3.0,0.0010005751497243515,0.6987906794173864,0.09318637274549098
0.08619859823208273,25.6,2.0,0.000700425149874647,0.7015207426262894,0.09418837675350701
0.08726243095805,29.0,2.0,0.0005003251499748195,0.7042220722274137,0.09519038076152304
0.08654097419117532,33.2,2.0,0.0005003251499748194,0.7042701963875031,0.09619238476953906
0.08462449917426514,32.2,2.6,0.0008005001998996552,0.7074181057460619,0.0971943887775551
0.08643347021656678,28.2,3.0,0.0011004497991485437,0.7021780864045878,0.09819639278557113
0.0850781222471747,33.0,2.4,0.0009004499995491373,0.7063572610602746,0.09919839679358716
0.08532643219250903,33.0,3.2,0.00130049969889814,0.7102887943396328,0.1002004008016032
0.0868629067503188,32.4,3.0,0.0012005248491735606,0.7051182438445158,0.10120240480961923
0.08642213820647662,34.2,2.0,0.0005003251499748194,0.7080920578555506,0.10220440881763526
0.08369055456932913,28.6,3.0,0.0010005500996492485,0.7097067400187852,0.1032064128256513
0.08579806653072326,29.4,2.4,0.0007004251498746412,0.7093798581744908,0.10420841683366733
0.08546165608125236,31.6,2.6,0.0008003248493739333,0.70952779009583,0.10521042084168336
0.08596030134209298,30.6,2.6,0.0008004250496743458,0.7106831125037439,0.1062124248496994
0.08533792579925548,31.2,3.2,0.001100600099599137,0.7135192747592548,0.10721442885771543
0.08717027115084601,29.8,2.4,0.0007004251498746412,0.712212185200027,0.10821643286573146
0.08428281150040193,28.2,2.0,0.000600274949624343,0.7146692331834263,0.10921843687374748
0.08358443927698811,27.4,2.2,0.000800249699148633,0.7152038134939461,0.11022044088176351
0.0837982606919238,34.2,4.0,0.0017004491979467303,0.7177760458130208,0.11122244488977955
0.08522224621469444,31.6,1.6,0.0004001999997996243,0.7132457247233305,0.11222444889779558
0.0844305381033175,32.2,2.6,0.0008003999995992205,0.7129056169307145,0.11322645290581161
0.08385713140831719,28.8,2.0,0.0005003000998997384,0.7164770391084405,0.11422845691382764
0.0844101399694372,29.6,3.2,0.0011006251496742403,0.7187491360679955,0.11523046092184368
0.0840871257739967,28.0,1.6,0.0003001499998497105,0.71744632458611,0.11623246492985971
0.08425767373129156,29.8,2.4,0.0007004501999497665,0.7159282212909306,0.11723446893787574
0.08389582710246969,29.8,2.2,0.0007003249495742316,0.7219893789616763,0.11823647294589178
0.08447329720040234,25.4,2.6,0.000900500099699363,0.7186415276574751,0.11923847695390781
0.08452689061623853,36.0,1.8,0.0005002750498246382,0.718421435969351,0.12024048096192384
0.08371946243206714,29.6,3.8,0.0014006248490733542,0.7223660119921933,0.12124248496993988
0.08493874915415997,29.0,2.6,0.0009005000996993627,0.7182077834176622,0.1222444889779559
0.08407466735132031,27.6,1.8,0.0005003000998997193,0.7259744262700222,0.12324649298597193
0.08572926415485774,24.0,2.4,0.0008003498994490394,0.7182549727565755,0.12424849699398796
0.082182703116186,28.2,1.8,0.0004002751500249307,0.7253113444680125,0.125250501002004
0.08405990885452265,27.6,2.8,0.0009005251497744185,0.7237084626609215,0.12625250501002003
0.08331040219744372,29.8,2.0,0.0005003251499748194,0.7239260830857879,0.12725450901803606
0.08260514228812578,27.4,2.2,0.0006004001999998334,0.7276963859033555,0.1282565130260521
0.08340944517015071,28.6,2.2,0.0010000741482223043,0.7278321202854146,0.12925851703406813
0.08304259766333054,29.8,2.2,0.0007003249495742316,0.7267996906977906,0.13026052104208416
0.08365571455180372,28.6,2.4,0.000800475149824555,0.7275454650316917,0.1312625250501002
0.0835659467132969,27.8,2.2,0.0006004252500749587,0.7293114483979994,0.13226452905811623
0.08238532312459554,28.0,2.0,0.0007002748494240314,0.7308729049170724,0.13326653306613226
0.08385894913916675,31.4,2.6,0.0008004751498245299,0.7307737940480626,0.1342685370741483
0.08224307111431475,30.8,2.2,0.0006004001999998334,0.7301543881593137,0.13527054108216433
0.0821625519221142,26.8,2.4,0.0008003749495241203,0.732243264604281,0.13627254509018036
0.08323458296775067,26.4,2.4,0.0007003750497244571,0.7325095425311752,0.1372745490981964
0.0822233825972369,29.0,2.4,0.0007004251498746412,0.7347447633113305,0.13827655310621242
0.0825382206316705,25.6,2.0,0.0006003500998496522,0.7377467239570141,0.13927855711422846
0.08306250728303913,26.2,2.0,0.00050037525012507,0.7328874752549341,0.1402805611222445
0.08242235709927112,27.4,2.6,0.0008003498994490586,0.7337351784801743,0.1412825651302605
0.08156746125942872,28.4,3.2,0.0013004746488230368,0.7355892241351766,0.14228456913827653
0.08184537518204843,28.4,2.2,0.0006003751499247081,0.7341101093810065,0.14328657314629256
0.08221493217686371,29.2,2.0,0.0005003502000499447,0.7367670664241182,0.1442885771543086
0.08162035940594912,25.6,2.4,0.0007004251498746412,0.7402258187113913,0.14529058116232463
0.0825815862675497,26.4,2.8,0.0011004748492236306,0.7363072724074362,0.14629258517034066
0.08143809523649527,26.8,2.6,0.0008004250496743458,0.7387830844084357,0.1472945891783567
0.08056153867886233,23.4,2.8,0.0009003998993989473,0.743720058948943,0.14829659318637273
0.08057546931539658,30.0,1.4,0.00030012494977461033,0.7420842167860771,0.14929859719438876
0.08135631176232004,24.6,1.4,0.000200150100050028,0.7418164973743183,0.1503006012024048
0.0801308376001052,27.2,1.8,0.00040022504987472445,0.7446866826704135,0.15130260521042083
0.080000379888779,22.0,2.6,0.0009004750496242374,0.7462460843392322,0.15230460921843686
0.08191722439384337,24.8,2.2,0.0006004001999998334,0.7428540934207359,0.1533066132264529
0.08070429053279281,28.0,1.6,0.0003001499998497105,0.7463249184733218,0.15430861723446893
0.07926056185955518,25.4,2.4,0.0007004752500248474,0.7510621346265894,0.15531062124248496
0.08119915384910771,27.0,2.6,0.0009004750496242598,0.7476399089451343,0.156312625250501
0.07934543990831282,21.6,2.0,0.0006003751499247332,0.7486826892368514,0.15731462925851702
0.07939395523412932,19.0,1.8,0.00040022504987472445,0.7505015032199533,0.15831663326653306
0.07939917939176173,27.8,2.2,0.0006003500998496272,0.7471594646322112,0.1593186372745491
0.08013442263767181,21.2,2.0,0.0005003000998997384,0.751743110881927,0.16032064128256512
0.07977168909979052,24.2,1.4,0.000200150100050028,0.7511872133900661,0.16132264529058116
0.07894307663499286,26.2,2.4,0.0007004501999497221,0.7535365109134281,0.1623246492985972
0.07914698782941065,26.4,2.8,0.0010004248492737357,0.7562202392590011,0.16332665330661322
0.07879768780578751,27.0,1.8,0.0004002500999498054,0.7563405676310484,0.16432865731462926
0.0790627106326988,25.2,2.6,0.00080047514982453,0.7570426283077295,0.1653306613226453
0.07875114460568934,24.2,1.6,0.0003001499998497105,0.7581723796761247,0.16633266533066132
0.07817426548886626,24.0,2.6,0.00080047514982453,0.7546637052106773,0.16733466933867733
0.0774457142326351,27.6,2.6,0.0008004751498245299,0.7593118522592033,0.16833667334669336
0.07963628227834751,24.8,1.8,0.000400300200100056,0.7554542237071515,0.1693386773547094
0.07817162790748688,22.6,2.0,0.00080029979929882,0.7634568417473518,0.17034068136272543
0.07807986370645077,20.6,1.6,0.000300225150075042,0.7632174631308273,0.17134268537074146
0.07751282201047843,21.6,2.4,0.0007004752500248474,0.7609684907430869,0.1723446893787575
0.0768602805601135,21.4,3.0,0.0010006001997994326,0.7628773514954499,0.17334669338677353
0.07723873344479912,25.2,1.4,0.000200150100050028,0.7665156598035057,0.17434869739478956
0.07703446287863346,22.2,2.8,0.0010005751497243324,0.7629039734861975,0.1753507014028056
0.07738273572902334,21.6,2.2,0.0006004001999998334,0.7661499714888395,0.17635270541082163
0.07754319720773972,18.0,2.6,0.0008005001998996552,0.7628396137272186,0.17735470941883766
0.07731179730646089,23.8,1.0,0.0,0.7669190520815373,0.1783567134268537
0.0761830407676886,20.0,2.6,0.0009004249494740533,0.7703344449086642,0.17935871743486972
0.07698765199223348,23.2,2.0,0.0006003751499247332,0.769706695180746,0.18036072144288576
0.07650690212833336,21.0,1.8,0.0004002500999498054,0.7731664510331262,0.1813627254509018
0.0747400626038558,22.0,2.2,0.000700349999649357,0.775575512042493,0.18236472945891782
0.0773069243618589,24.4,1.4,0.000200150100050028,0.7719104059361817,0.18336673346693386
0.07695318144710693,19.8,1.6,0.0003002000999999167,0.7727232459097688,0.1843687374749499
0.07430271741344852,20.2,1.6,0.0003002000999999167,0.7746329278554015,0.18537074148296592
0.07391528421254669,18.2,2.0,0.00050037525012507,0.7727950888438122,0.18637274549098196
0.07389806256941406,18.2,1.6,0.000300225150075042,0.776156592476531,0.187374749498998
0.07463081887982714,19.4,2.8,0.0009004750496242345,0.7792997606645627,0.18837675350701402
0.07306362332806783,21.8,2.8,0.0010005500996492513,0.7804666949346978,0.18937875751503006
0.07542664011796274,24.2,2.6,0.0008005001998996552,0.7769262028348669,0.1903807615230461
0.07379483829997407,20.6,2.0,0.0005003502000499447,0.7813898557676626,0.19138276553106212
0.0725825528301128,19.8,2.0,0.0005003502000499447,0.7825541928919186,0.19238476953907813
0.07460911041761706,21.0,2.2,0.0006003500998496272,0.7830086650407836,0.19338677354709416
0.07291221515242541,20.8,2.0,0.0006003751499247332,0.7849027613973768,0.1943887775551102
0.07452507038058691,20.6,1.6,0.0003002000999999167,0.7824676523891292,0.19539078156312623
0.07245037466456543,19.8,1.8,0.00040022504987472445,0.7868428341570903,0.19639278557114226
0.07241052402283225,19.6,2.0,0.0005003251499748195,0.7864065335358453,0.1973947895791583
0.07061965862223066,20.2,2.0,0.0007003249495742346,0.7916342747908417,0.19839679358717432
0.07148847919816363,21.8,2.4,0.0007004501999497221,0.7914148847615594,0.19939879759519036
0.07160041173504253,22.8,2.6,0.0008005001998996552,0.7938658460895432,0.2004008016032064
0.07046367295144075,19.4,3.4,0.001200675149624129,0.7961163993451509,0.20140280561122242
0.0707887018369638,18.4,2.4,0.0007003499996493318,0.7949669205557058,0.20240480961923846
0.06900212760537089,18.8,2.2,0.0006003751499247524,0.8016355043483984,0.2034068136272545
0.06665384079864464,20.8,2.2,0.0006004001999998334,0.8077174491057584,0.20440881763527052
0.06855310494282271,21.2,2.8,0.0009005251497744185,0.8018861236614816,0.20541082164328656
0.06644458024748999,22.8,2.4,0.0007003499996493318,0.8075234757008685,0.2064128256513026
0.06330073280037322,23.8,2.8,0.0011003245487730118,0.8160177400902192,0.20741482965931862
0.06601199299321577,22.0,2.8,0.001100524949373856,0.8114191324414621,0.20841683366733466
0.06174726864970896,23.0,3.4,0.0012005749493237388,0.8206213616915201,0.2094188376753507
0.06176821273326773,28.0,3.0,0.0011006000995991403,0.8267984806261426,0.21042084168336672
0.06014208438537241,22.0,3.0,0.001100524949373831,0.8332974270681595,0.21142284569138275
0.05282569451451169,28.6,4.0,0.0018004991978966662,0.8595639488055635,0.2124248496993988
0.04685671248226595,39.0,6.4,0.00310014719424132,0.8925562654077579,0.21342685370741482
0.046136110508157614,33.4,6.6,0.003100197294391479,0.890717941146546,0.21442885771543085
0.037836589643048694,53.2,7.0,0.00310027244461676,0.9455884406386298,0.2154308617234469
0.03030926240397874,66.6,7.0,0.0030003727451174645,0.9666894872543903,0.21643286573146292
0.0308544404893226,58.6,7.0,0.0032999215431647848,0.9623663139911418,0.21743486973947895
0.031449802848306084,66.4,7.0,0.0030003727451174645,0.973695473374433,0.21843687374749496
0.03131026529289956,61.4,7.0,0.0030003727451174645,0.9676858912018588,0.219438877755511
0.02818062143645266,71.2,7.0,0.0030003727451174645,0.9910347104265652,0.22044088176352702
0.03066160909490552,62.2,7.0,0.0030003727451174645,0.9918322641406038,0.22144288577154306
0.030270754462466715,58.4,7.0,0.0030003727451174645,0.9919577263905166,0.2224448897795591
0.02788826223800015,64.0,7.0,0.0030003727451174645,0.9930779339400961,0.22344689378757512
0.028789047072467353,61.2,7.0,0.0030003727451174645,0.9973350634544642,0.22444889779559116
0.029562737752929946,59.8,7.0,0.0030003727451174645,0.996734442305165,0.2254509018036072
0.02646304325593482,58.8,7.0,0.0030003727451174645,0.9983747358131378,0.22645290581162322
0.02811835264463116,56.4,7.0,0.0030003727451174645,0.9983304065846828,0.22745490981963926
0.02470296526695288,57.4,7.0,0.0030003727451174645,0.9987506215045044,0.2284569138276553
0.02728501778799835,52.4,7.0,0.0030003727451174645,0.9988718191395902,0.22945891783567132
0.028064482951514123,59.0,7.0,0.0030003727451174645,0.9992949593154965,0.23046092184368736
0.029160910472785094,48.4,7.0,0.0030003727451174645,0.999278992904378,0.2314629258517034
0.03228179178343331,49.0,7.0,0.0030003727451174645,0.9983333661499572,0.23246492985971942
0.02688045112185929,50.8,7.0,0.0030003727451174645,0.9990453409045855,0.23346693386773545
0.026981480674234545,52.2,7.0,0.0030003727451174645,0.999512369093339,0.2344689378757515
0.027780558596359077,53.0,7.0,0.0030003727451174645,0.9987206895790953,0.23547094188376752
0.029788715835643815,46.4,7.0,0.0030003727451174645,0.9986015176083243,0.23647294589178355
0.026865173252607503,46.4,7.0,0.0030003727451174645,0.9991820385699057,0.2374749498997996
0.030349609473309225,45.2,7.0,0.0030003727451174645,0.9989836869966304,0.23847695390781562
0.027606166565710025,44.2,7.0,0.0030003727451174645,0.9993460628472569,0.23947895791583165
0.02802613407459195,41.0,7.0,0.0030003727451174645,0.9995101909342571,0.24048096192384769
0.029915141790239363,41.2,7.0,0.003699044389735076,0.9996793831030064,0.24148296593186372
0.027613996029913084,38.4,7.0,0.00310027244461676,0.9990840073631171,0.24248496993987975
0.029916758224690285,39.6,7.0,0.003699069439810176,0.9994400733352993,0.24348697394789579
0.025918722785007765,35.8,7.0,0.0030003727451174645,0.9996211406392582,0.2444889779559118
0.03084778089070266,35.4,7.0,0.0033997961925889713,0.9995931828313911,0.24549098196392782
0.026736979079665605,38.0,6.6,0.04771773775777778,0.9993283306335259,0.24649298597194386
0.028099486233549645,39.4,7.0,0.04503607711815917,0.9993966678072541,0.2474949899799599
0.027632789017078403,38.4,7.0,0.0030003727451174645,0.9994751440521574,0.24849699398797592
0.02847320006721002,31.8,7.0,0.0030003727451174645,0.9989208467208265,0.24949899799599196
0.032966551715907094,29.4,6.2,0.08933781128475822,0.9991767157775667,0.250501002004008
0.0242490273685028,33.0,7.0,0.0030003727451174645,0.9991939734898034,0.251503006012024
0.027811924580298658,28.6,7.0,0.0032001470940409963,0.9991573213910208,0.25250501002004005
0.026089525021334534,34.0,7.0,0.0030003727451174645,0.9994471333105226,0.2535070140280561
0.02502780844173254,33.6,7.0,0.0030003727451174645,0.9990650621693646,0.2545090180360721
0.02270621499360156,30.4,7.0,0.0030003727451174645,0.9986021737010127,0.25551102204408815
0.02797731563565315,21.8,7.0,0.0030003727451174645,0.9992232510129224,0.2565130260521042
0.028922115711435502,30.8,7.0,0.0030003727451174645,0.9990189123466351,0.2575150300601202
0.022115298129796908,28.4,7.0,0.00310027244461676,0.9984076593026044,0.25851703406813625
0.029795986685318895,23.2,6.0,0.0025003732461189856,0.9980966345902509,0.2595190380761523
0.02208679873484673,28.2,7.0,0.0030003727451174645,0.9986978579367088,0.2605210420841683
0.021856508900093025,28.6,7.0,0.00310027244461676,0.9984389552035584,0.26152304609218435
0.020462625327115673,22.6,7.0,0.00310027244461676,0.9984294484514453,0.2625250501002004
0.02199402699447968,25.2,7.0,0.0030003727451174645,0.9981766583049584,0.2635270541082164
0.022677546834421868,26.8,7.0,0.0030003727451174645,0.9990074189326466,0.26452905811623245
0.02964648553052994,17.6,6.4,0.056671586501416335,0.9991925128897805,0.2655310621242485
0.017884781841419287,22.0,7.0,0.00310027244461676,0.9975246928083112,0.2665330661322645
0.019466427651627954,18.8,7.0,0.0030003727451174645,0.9980612311039982,0.26753507014028055
0.01869589771746595,20.2,7.0,0.003499470441412375,0.9977618321790388,0.2685370741482966
0.018493411144067586,18.2,7.0,0.0032999215431647848,0.9983523476400705,0.2695390781563126
0.013214259469571499,23.0,7.0,0.00310027244461676,0.9975347572957546,0.27054108216432865
0.0099561923135931,19.2,6.4,0.00310014719424132,0.9961166346251813,0.2715430861723447
0.017061923632192614,20.8,7.0,0.0030003727451174645,0.9970830813416324,0.2725450901803607
0.018802622687189914,17.2,6.2,0.06495156317478634,0.997761543972741,0.27354709418837675
0.011782491046034101,20.0,7.0,0.0030003727451174645,0.9974357583518817,0.2745490981963928
0.009766007094630578,21.4,7.0,0.0032999966933900853,0.9975510722018155,0.2755511022044088
0.012603456453802456,17.2,6.8,0.003499670842013166,0.9970594573610265,0.27655310621242485
0.011314362555475277,15.8,6.8,0.0038988938888838815,0.9975213311810143,0.2775551102204409
0.008110456748003743,19.4,7.0,0.0043981418856294235,0.9973857390125394,0.2785571142284569
0.006611430632350089,18.2,6.6,0.0030002474947419767,0.9973514885473437,0.27955911823647295
0.009736416594776651,18.2,6.6,0.003998593187782415,0.9978039968080775,0.280561122244489
0.006281068695042926,18.6,7.0,0.003799144489835187,0.9971556118505337,0.281563126252505
0.0067979194921567385,14.0,7.0,0.0032001470940409963,0.9979619968889413,0.282565130260521
0.006804828984918148,13.4,6.8,0.0029004229454679883,0.9971638686552984,0.283567134268537
0.007107664755759055,14.8,7.0,0.00359937014091167,0.9973660446448488,0.28456913827655306
0.0052814131045376324,13.8,6.2,0.0031999216433650536,0.9977374848600717,0.2855711422845691
0.006537570237436067,16.4,7.0,0.0032001470940409963,0.9974108173896903,0.2865731462925851
0.0045979341378354875,15.4,7.0,0.0033000467935402913,0.9980155475380428,0.28757515030060116
0.006392420092189186,17.4,6.6,0.002900397895392888,0.9978853177927356,0.2885771543086172
0.0038204518819508395,12.0,5.4,0.004293607922236615,0.9973819332525082,0.2895791583166332
0.004318491079595765,13.2,6.6,0.003100097094091114,0.997982204484188,0.29058116232464926
0.005297262566075194,15.2,6.2,0.0030998465933400883,0.9979677452787904,0.2915831663326653
0.003746078698427955,14.2,6.0,0.0028999720441161662,0.9980754751911085,0.2925851703406813
0.0031174002570630876,14.0,5.8,0.0029995961927894665,0.99868416569524,0.29358717434869736
0.00413420366905236,12.6,7.0,0.0035995705415125027,0.998162085362547,0.2945891783567134
0.003874769099360317,12.4,6.8,0.0029004229454679883,0.9983600812518472,0.2955911823647294
0.0038466579343475913,14.8,6.4,0.0030001973945917764,0.998527400462657,0.29659318637274545
0.003418491937063722,11.4,6.4,0.004495235976717455,0.9987184441176854,0.2975951903807615
0.0037142302890853115,11.6,6.6,0.00439799158517881,0.9990560314377583,0.2985971943887775
0.002947797514215214,14.8,6.4,0.004297866435003642,0.9992988853771869,0.29959919839679355
0.0035992783672527716,12.2,7.0,0.0038991443896348814,0.9989476862984148,0.3006012024048096
0.0037599289719122703,11.2,7.0,0.0037989691393094708,0.9991459353848837,0.3016032064128256
0.003174176042729699,11.2,6.4,0.0038990441893345306,0.998995612949059,0.30260521042084165
0.003635794210270028,11.6,6.6,0.0033996208420632836,0.9989558114319598,0.3036072144288577
0.0022840769439787345,9.8,5.8,0.003998668338007716,0.9989910678384095,0.3046092184368737
0.0030882526091233296,10.6,6.2,0.0034997209421633395,0.9989774185459472,0.30561122244488975
0.0030138089601544626,10.2,6.6,0.0032000969938907964,0.9990923582093242,0.3066132264529058
0.003179629676250982,12.4,5.4,0.004695736777818889,0.9992844424831949,0.3076152304609218
0.0027332712322693554,9.8,6.4,0.003299746192639103,0.9993410512088214,0.30861723446893785
0.003031525297197887,12.2,6.4,0.003399821242664127,0.9993473760105692,0.3096192384769539
0.0029451753638926733,9.0,6.2,0.003199696192689269,0.9994605292631172,0.3106212424849699
