avg_num_communities,avg_modularity,epsilon,mu
1.4,0.0002001250499749027,0.02,0.04
2.4,0.0007003499996493318,0.02,0.05
2.8,0.0009004750496242345,0.02,0.06
2.0,0.0005003251499748195,0.02,0.07
2.6,0.0008004500997494711,0.02,0.08
3.0,0.0010003997991986297,0.02,0.09
2.4,0.0007003750497244349,0.02,0.1
2.6,0.0010004248492737418,0.02,0.11
2.0,0.0005003251499748195,0.02,0.12
2.6,0.0009005251497744436,0.02,0.13
2.6,0.0008005001998996552,0.02,0.14
2.2,0.000700400099799541,0.02,0.15
2.2,0.0006003500998496272,0.02,0.16
3.4,0.0015001988975963593,0.02,0.17
1.8,0.0004002751500249307,0.02,0.18
2.4,0.0009003748493238532,0.02,0.19
2.4,0.0007004251498746412,0.02,0.2
3.2,0.0012005248491735575,0.02,0.21
2.6,0.0008004250496743458,0.02,0.22
1.4,0.000200150100050028,0.02,0.23
2.4,0.0007004501999497221,0.02,0.24
2.4,0.0008005001998996359,0.02,0.25
1.8,0.000400300200100056,0.02,0.26
2.0,0.0005003502000499447,0.02,0.27
2.4,0.0007004501999497221,0.02,0.28
2.4,0.0008004500997494297,0.02,0.29
1.2,0.00020009999989980257,0.02,0.3
2.2,0.0006003500998496272,0.02,0.31
2.2,0.0006003500998496272,0.02,0.32
2.8,0.0009005501998495438,0.02,0.33
2.0,0.00050037525012507,0.02,0.34
3.0,0.0010006001997994326,0.02,0.35000000000000003
2.0,0.0005003502000499447,0.02,0.36
2.0,0.0006003751499247332,0.02,0.37
3.2,0.0012003244485727105,0.02,0.38
2.2,0.0006003751499247524,0.02,0.39
2.6,0.0010004248492737418,0.02,0.4
3.0,0.0010004999994990423,0.02,0.41000000000000003
2.2,0.0006003751499247524,0.02,0.42
2.4,0.000900349799248747,0.02,0.43
1.8,0.0004002751500249307,0.02,0.44
1.4,0.0002001250499749027,0.02,0.45
2.0,0.0005003000998997384,0.02,0.46
2.2,0.0006003500998496272,0.02,0.47000000000000003
2.2,0.0007004501999497472,0.02,0.48
1.6,0.000300225150075042,0.02,0.49
2.4,0.0009003998993989311,0.02,0.5
1.2,0.000100075050025014,0.03,0.0
2.2,0.0007004251498746219,0.03,0.01
2.0,0.0005003502000499447,0.03,0.02
3.0,0.0010005500996492487,0.03,0.03
2.0,0.0005003502000499447,0.03,0.04
2.6,0.0008005252499747361,0.03,0.05
2.2,0.0006004001999998334,0.03,0.06
2.4,0.0008003749495241203,0.03,0.07
1.8,0.000500249999749513,0.03,0.08
2.4,0.0007004000997995159,0.03,0.09
2.4,0.0007004501999497664,0.03,0.1
2.0,0.0007003750497244661,0.03,0.11
1.8,0.0005002750498246383,0.03,0.12
2.6,0.0008004250496743238,0.03,0.13
2.2,0.0007004251498746219,0.03,0.14
3.0,0.0011006000995991403,0.03,0.15
1.6,0.0003002000999999167,0.03,0.16
1.4,0.000200150100050028,0.03,0.17
3.0,0.0011004497991485437,0.03,0.18
1.2,0.00020009999989980257,0.03,0.19
3.0,0.0010005500996492264,0.03,0.2
1.8,0.00040022504987472445,0.03,0.21
2.8,0.000900550199849544,0.03,0.22
2.4,0.0008004500997494297,0.03,0.23
2.8,0.0009005752499246248,0.03,0.24
2.2,0.0007003499996493347,0.03,0.25
2.6,0.0011004748492236306,0.03,0.26
3.4,0.0012004747490233483,0.03,0.27
1.6,0.0004001999997996243,0.03,0.28
2.4,0.0008003498994490396,0.03,0.29
2.4,0.0008003248493739585,0.03,0.3
2.6,0.001000374749123555,0.03,0.31
2.0,0.000600325049774527,0.03,0.32
2.2,0.0007003750497244157,0.03,0.33
2.4,0.0007004752500248474,0.03,0.34
2.2,0.0007004251498746219,0.03,0.35000000000000003
2.8,0.0010004248492737357,0.03,0.36
3.2,0.0011005750495240562,0.03,0.37
2.0,0.0005003251499748195,0.03,0.38
3.0,0.0012003244485727135,0.03,0.39
3.0,0.0012005248491735385,0.03,0.4
3.0,0.0011001241481722033,0.03,0.41000000000000003
2.4,0.0007004000997995159,0.03,0.42
2.4,0.0009004750496242183,0.03,0.43
1.8,0.0006002498995492428,0.03,0.44
2.2,0.0007004251498746219,0.03,0.45
2.4,0.0008003498994490396,0.03,0.46
2.8,0.0009003748493238442,0.03,0.47000000000000003
2.6,0.0009004750496242596,0.03,0.48
2.2,0.0006004001999998334,0.03,0.49
1.8,0.000400300200100056,0.03,0.5
1.2,0.000100075050025014,0.04,0.0
1.4,0.000200150100050028,0.04,0.01
2.2,0.0006004001999998334,0.04,0.02
2.2,0.0006003751499247081,0.04,0.03
3.6,0.0015003241479718274,0.04,0.04
2.4,0.0007004251498746412,0.04,0.05
2.0,0.000600274949624343,0.04,0.06
2.6,0.0008005001998996552,0.04,0.07
2.2,0.000700400099799541,0.04,0.08
1.4,0.000200150100050028,0.04,0.09
2.2,0.0008004250496743297,0.04,0.1
2.8,0.0009005501998495438,0.04,0.11
1.6,0.000300225150075042,0.04,0.12
1.8,0.000400300200100056,0.04,0.13
2.2,0.0008004500997494549,0.04,0.14
2.4,0.0007004251498746412,0.04,0.15
2.8,0.0009005251497744629,0.04,0.16
2.2,0.0006004001999998334,0.04,0.17
2.4,0.0007004000997995159,0.04,0.18
2.8,0.0011005499994489367,0.04,0.19
1.8,0.000600350099849633,0.04,0.2
2.8,0.0009005000996993598,0.04,0.21
3.4,0.001200675149624129,0.04,0.22
2.4,0.0008004250496743487,0.04,0.23
3.0,0.0015001550599649189,0.04,0.24
2.8,0.0010004749494239421,0.04,0.25
3.4,0.001500474448422452,0.04,0.26
1.8,0.00040022504987472445,0.04,0.27
2.8,0.0009002746490234095,0.04,0.28
2.2,0.0007004251498746219,0.04,0.29
2.4,0.0008004250496743487,0.04,0.3
2.8,0.0009005501998495438,0.04,0.31
3.4,0.0012005749493237386,0.04,0.32
2.4,0.0007003750497244349,0.04,0.33
2.4,0.0008003999995992456,0.04,0.34
2.8,0.0011004247490734244,0.04,0.35000000000000003
1.6,0.0004002250498747053,0.04,0.36
3.4,0.0014005747489231539,0.04,0.37
2.8,0.0009005000996993598,0.04,0.38
2.6,0.001000474949423923,0.04,0.39
2.4,0.000800475149824555,0.04,0.4
3.2,0.00110052494937385,0.04,0.41000000000000003
2.6,0.0008005001998996552,0.04,0.42
2.4,0.0009004249494740343,0.04,0.43
2.6,0.0009004750496242596,0.04,0.44
1.4,0.000200150100050028,0.04,0.45
3.2,0.0012005498992486386,0.04,0.46
2.6,0.0008004500997494489,0.04,0.47000000000000003
2.6,0.0008004500997494711,0.04,0.48
2.2,0.0006003500998496272,0.04,0.49
2.6,0.0009004750496242376,0.04,0.5
2.2,0.0007003249495742316,0.05,0.0
1.2,0.000100075050025014,0.05,0.01
1.4,0.000200150100050028,0.05,0.02
2.4,0.0007003750497244571,0.05,0.03
2.8,0.001200424648873154,0.05,0.04
2.8,0.0011004497991485497,0.05,0.05
2.4,0.0007004251498746412,0.05,0.06
2.8,0.0009005251497744185,0.05,0.07
1.8,0.000400300200100056,0.05,0.08
3.0,0.0011006000995991403,0.05,0.09
2.4,0.0008003248493739585,0.05,0.1
2.4,0.0007002748494240446,0.05,0.11
1.8,0.0004002751500249307,0.05,0.12
2.6,0.0009004499995491343,0.05,0.13
2.4,0.0007003499996493318,0.05,0.14
2.2,0.0006001997993990306,0.05,0.15
3.2,0.001200599999398845,0.05,0.16
2.6,0.0008004751498245299,0.05,0.17
2.4,0.0007002748494240446,0.05,0.18
2.4,0.0008003999995992234,0.05,0.19
2.4,0.0008003999995992459,0.05,0.2
2.4,0.0007003499996493318,0.05,0.21
2.0,0.0005003251499748194,0.05,0.22
2.4,0.0009003247491736217,0.05,0.23
2.6,0.0009005501998495246,0.05,0.24
3.4,0.0013005748491234463,0.05,0.25
1.8,0.0004002751500249307,0.05,0.26
3.2,0.0011005750495240562,0.05,0.27
2.0,0.0005002750498246132,0.05,0.28
2.8,0.001100499899298756,0.05,0.29
2.4,0.0007003499996493318,0.05,0.3
2.0,0.0006004001999998585,0.05,0.31
2.8,0.0009003998993989473,0.05,0.32
3.4,0.001500624748873046,0.05,0.33
1.8,0.0004002751500249307,0.05,0.34
3.0,0.0013994788081375382,0.05,0.35000000000000003
1.6,0.0003002000999999167,0.05,0.36
1.6,0.000300225150075042,0.05,0.37
3.6,0.0013006750494238336,0.05,0.38
3.0,0.0010004999994990423,0.05,0.39
2.4,0.0007004501999497221,0.05,0.4
1.4,0.000200150100050028,0.05,0.41000000000000003
2.8,0.0009005000996993598,0.05,0.42
2.6,0.0009004249494740533,0.05,0.43
2.4,0.0007004000997995159,0.05,0.44
3.4,0.001300474648823034,0.05,0.45
2.4,0.0007004251498746412,0.05,0.46
2.8,0.0009005251497744185,0.05,0.47000000000000003
2.4,0.000900399899398934,0.05,0.48
2.6,0.0008004250496743458,0.05,0.49
2.8,0.0009004249494740282,0.05,0.5
1.6,0.0004001999997996243,0.06,0.0
1.4,0.000200150100050028,0.06,0.01
2.0,0.000600325049774527,0.06,0.02
1.4,0.000200150100050028,0.06,0.03
2.4,0.0007003499996493318,0.06,0.04
2.2,0.0006004001999998334,0.06,0.05
3.8,0.0014004494985476322,0.06,0.06
3.6,0.0013005497990483624,0.06,0.07
3.0,0.0012004997990984576,0.06,0.08
2.6,0.000900324749173641,0.06,0.09
2.4,0.0009004249494740343,0.06,0.1
1.8,0.000400300200100056,0.06,0.11
2.6,0.00080047514982453,0.06,0.12
1.6,0.0003002000999999167,0.06,0.13
3.2,0.0012005999993988446,0.06,0.14
2.4,0.0007004501999497665,0.06,0.15
2.2,0.000700400099799541,0.06,0.16
2.4,0.0007004501999497221,0.06,0.17
3.0,0.0010003246489732984,0.06,0.18
2.4,0.0007004501999497221,0.06,0.19
2.8,0.0009005000996993598,0.06,0.2
3.4,0.0012004997990984736,0.06,0.21
2.4,0.0008003999995992456,0.06,0.22
2.6,0.0008004751498245299,0.06,0.23
1.6,0.000300225150075042,0.06,0.24
2.2,0.0006003751499247524,0.06,0.25
1.8,0.0004002751500249307,0.06,0.26
3.2,0.0014005997989982601,0.06,0.27
3.0,0.001100474849223669,0.06,0.28
1.8,0.0004002751500249307,0.06,0.29
3.6,0.0013004746488230086,0.06,0.3
2.4,0.0007004251498746412,0.06,0.31
2.4,0.0007004501999497221,0.06,0.32
1.6,0.000300225150075042,0.06,0.33
1.8,0.0004002751500249307,0.06,0.34
2.0,0.0005003502000499447,0.06,0.35000000000000003
2.2,0.0006004252500749587,0.06,0.36
2.2,0.0007002748494240254,0.06,0.37
1.8,0.00040022504987472445,0.06,0.38
1.6,0.0003002000999999167,0.06,0.39
2.0,0.0005003502000499448,0.06,0.4
2.4,0.0008003999995992456,0.06,0.41000000000000003
2.8,0.0009004249494740726,0.06,0.42
2.0,0.0005003502000499447,0.06,0.43
1.8,0.0004002751500249307,0.06,0.44
1.6,0.000300225150075042,0.06,0.45
2.2,0.0006002749496243178,0.06,0.46
2.0,0.0005003502000499447,0.06,0.47000000000000003
3.0,0.0010006001997994326,0.06,0.48
2.0,0.0006003751499247332,0.06,0.49
1.8,0.000700199699198725,0.06,0.5
1.4,0.000200150100050028,0.07,0.0
1.8,0.0004002751500249307,0.07,0.01
1.2,0.000100075050025014,0.07,0.02
1.8,0.0004002751500249307,0.07,0.03
2.2,0.000700400099799541,0.07,0.04
2.6,0.0008005001998996552,0.07,0.05
2.0,0.000600325049774527,0.07,0.06
3.8,0.0016005244483723602,0.07,0.07
4.2,0.0017003239475712115,0.07,0.08
3.0,0.001300524748973249,0.07,0.09
2.0,0.0005003000998997384,0.07,0.1
2.4,0.0007004000997995159,0.07,0.11
2.4,0.0007004000997995159,0.07,0.12
2.8,0.0009005000996993376,0.07,0.13
2.2,0.000700400099799541,0.07,0.14
2.4,0.0008003999995992456,0.07,0.15
2.6,0.0010003747491235356,0.07,0.16
1.8,0.0005003000998997193,0.07,0.17
2.4,0.0008003749495241203,0.07,0.18
1.8,0.0004002751500249307,0.07,0.19
3.0,0.0010004999994990423,0.07,0.2
3.0,0.001100549999448934,0.07,0.21
3.2,0.0013005998991985526,0.07,0.22
1.8,0.0004002751500249307,0.07,0.23
2.8,0.0010004749494239421,0.07,0.24
1.6,0.000300225150075042,0.07,0.25
2.2,0.0006003751499247524,0.07,0.26
2.2,0.0006004001999998334,0.07,0.27
3.2,0.0012004747490233514,0.07,0.28
2.4,0.0007004251498746412,0.07,0.29
2.6,0.0008004751498245299,0.07,0.3
1.8,0.0005002750498246382,0.07,0.31
2.2,0.0006003500998496272,0.07,0.32
3.0,0.0011004497991485437,0.07,0.33
2.6,0.000900124348572816,0.07,0.34
2.0,0.0005003251499748194,0.07,0.35000000000000003
2.4,0.0008004250496743487,0.07,0.36
3.0,0.0012005248491735606,0.07,0.37
1.8,0.0004002751500249307,0.07,0.38
2.2,0.0006003751499247525,0.07,0.39
2.0,0.0005003000998997385,0.07,0.4
1.8,0.0005003000998997193,0.07,0.41000000000000003
1.8,0.000500249999749513,0.07,0.42
2.0,0.0005003251499748195,0.07,0.43
3.0,0.0010004999994990423,0.07,0.44
1.2,0.000100075050025014,0.07,0.45
2.4,0.0007004752500248474,0.07,0.46
2.2,0.0006003751499247524,0.07,0.47000000000000003
3.0,0.0010006001997994326,0.07,0.48
3.8,0.0017003740477214238,0.07,0.49
2.8,0.0009004249494740282,0.07,0.5
1.6,0.0003002000999999167,0.08,0.0
1.4,0.0002001250499749027,0.08,0.01
2.0,0.0005002249496744291,0.08,0.02
1.2,0.000100075050025014,0.08,0.03
1.4,0.000200150100050028,0.08,0.04
1.4,0.09928361795228666,0.08,0.05
3.2,0.19989899809719636,0.08,0.06
5.0,0.003098061775489244,0.08,0.07
4.8,0.0019002986970954928,0.08,0.08
5.0,0.002500022545067566,0.08,0.09
2.8,0.0009004249494740726,0.08,0.1
2.2,0.0007003499996493347,0.08,0.11
1.8,0.0005003251499748445,0.08,0.12
2.2,0.0006002999996994431,0.08,0.13
2.0,0.0005003000998997384,0.08,0.14
2.2,0.0006004252500749587,0.08,0.15
1.8,0.0005003000998997193,0.08,0.16
3.0,0.0010005250495741676,0.08,0.17
1.4,0.000200150100050028,0.08,0.18
2.8,0.0009005000996993376,0.08,0.19
1.0,0.0,0.08,0.2
1.6,0.0003001499998497105,0.08,0.21
1.8,0.0006002999996994269,0.08,0.22
3.0,0.0010005500996492264,0.08,0.23
2.8,0.0011003495988481122,0.08,0.24
2.8,0.0010004749494239421,0.08,0.25
1.8,0.0006002498995492428,0.08,0.26
2.8,0.0009005501998495438,0.08,0.27
2.0,0.0005003502000499447,0.08,0.28
3.0,0.0013003744485226084,0.08,0.29
2.4,0.0007003499996493318,0.08,0.3
3.2,0.0011006501997493211,0.08,0.31
2.8,0.0010004749494239421,0.08,0.32
2.6,0.001100274448622831,0.08,0.33
2.0,0.0005003502000499447,0.08,0.34
3.2,0.0011006251496742405,0.08,0.35000000000000003
2.8,0.0010005751497243324,0.08,0.36
3.2,0.0013005497990483464,0.08,0.37
3.6,0.001300524748973215,0.08,0.38
2.8,0.0010005250495741483,0.08,0.39
1.4,0.000200150100050028,0.08,0.4
1.8,0.000500249999749513,0.08,0.41000000000000003
2.6,0.0008004751498245299,0.08,0.42
1.8,0.00040022504987472445,0.08,0.43
2.4,0.0008003999995992456,0.08,0.44
2.2,0.0006003751499247525,0.08,0.45
2.0,0.0005003502000499447,0.08,0.46
2.6,0.001000449899348842,0.08,0.47000000000000003
2.6,0.001000449899348842,0.08,0.48
2.0,0.0005003000998997384,0.08,0.49
2.6,0.0009004499995491344,0.08,0.5
1.4,0.0002001250499749027,0.09,0.0
1.8,0.000400300200100056,0.09,0.01
1.0,0.0,0.09,0.02
1.8,0.0004002751500249307,0.09,0.03
1.6,0.0003002000999999167,0.09,0.04
1.6,0.0003002000999999167,0.09,0.05
2.6,0.0011004748492236336,0.09,0.06
2.8,0.3963098734370006,0.09,0.07
5.6,0.19646264758251747,0.09,0.08
7.0,0.0063787072858644545,0.09,0.09
5.0,0.0025996654812971516,0.09,0.1
2.0,0.0005003251499748195,0.09,0.11
1.6,0.0003002000999999167,0.09,0.12
1.4,0.000200150100050028,0.09,0.13
2.2,0.0006003751499247525,0.09,0.14
2.2,0.0006003500998496272,0.09,0.15
2.8,0.0009003497992487411,0.09,0.16
2.2,0.0006004001999998334,0.09,0.17
2.2,0.0006004001999998334,0.09,0.18
1.8,0.0004002751500249307,0.09,0.19
3.2,0.001200349498647836,0.09,0.2
2.4,0.0007004251498746412,0.09,0.21
2.0,0.0006003500998496522,0.09,0.22
2.4,0.000800475149824555,0.09,0.23
2.6,0.0008005001998996552,0.09,0.24
2.8,0.0010005250495741483,0.09,0.25
3.6,0.0014006498991484605,0.09,0.26
2.0,0.0005002249496744291,0.09,0.27
2.4,0.0009005000996993434,0.09,0.28
2.8,0.0009005501998495438,0.09,0.29
2.2,0.0008004250496743295,0.09,0.3
3.0,0.0010005250495741453,0.09,0.31
2.8,0.0009005251497744631,0.09,0.32
2.0,0.0006003751499247332,0.09,0.33
1.6,0.000300225150075042,0.09,0.34
1.6,0.0003002000999999167,0.09,0.35000000000000003
3.2,0.0011006251496742403,0.09,0.36
2.0,0.00050037525012507,0.09,0.37
2.2,0.0006003751499247525,0.09,0.38
3.2,0.0013005247489732653,0.09,0.39
2.0,0.0005003251499748195,0.09,0.4
2.0,0.000600274949624343,0.09,0.41000000000000003
2.2,0.0006002999996994431,0.09,0.42
2.6,0.0009004750496242376,0.09,0.43
1.8,0.000400300200100056,0.09,0.44
1.6,0.0004002250498747053,0.09,0.45
2.0,0.0005003000998997385,0.09,0.46
2.2,0.0006003500998496272,0.09,0.47000000000000003
2.0,0.0005003251499748195,0.09,0.48
2.4,0.0008004250496743487,0.09,0.49
2.0,0.0006003751499247332,0.09,0.5
2.0,0.0005002750498246132,0.1,0.0
1.4,0.0002001250499749027,0.1,0.01
1.2,0.000100075050025014,0.1,0.02
1.2,0.000100075050025014,0.1,0.03
2.0,0.0005003251499748195,0.1,0.04
1.4,0.09889313738162588,0.1,0.05
2.4,0.09964799008217427,0.1,0.06
2.2,0.09969241012784559,0.1,0.07
3.2,0.10019960526091662,0.1,0.08
4.6,0.29783237942647356,0.1,0.09
6.8,0.10326262824385952,0.1,0.1
7.0,0.00842963208453699,0.1,0.11
5.0,0.002499790831872915,0.1,0.12
3.0,0.0010006001997994326,0.1,0.13
2.4,0.0008003999995992234,0.1,0.14
1.4,0.000200150100050028,0.1,0.15
2.0,0.0006003751499247332,0.1,0.16
1.8,0.0004002751500249307,0.1,0.17
1.4,0.000200150100050028,0.1,0.18
1.8,0.0004002751500249307,0.1,0.19
1.4,0.000200150100050028,0.1,0.2
1.8,0.0006001246491737302,0.1,0.21
2.0,0.0005003502000499447,0.1,0.22
2.8,0.0011003746489232596,0.1,0.23
2.2,0.0006003500998496272,0.1,0.24
2.0,0.0006004001999998585,0.1,0.25
2.0,0.000600325049774527,0.1,0.26
1.4,0.00030012494977461033,0.1,0.27
2.8,0.0009005251497744185,0.1,0.28
3.0,0.0010005500996492264,0.1,0.29
3.2,0.001100600099599137,0.1,0.3
3.0,0.0010005250495741232,0.1,0.31
3.0,0.0010004749494239612,0.1,0.32
2.4,0.0007004501999497664,0.1,0.33
2.0,0.0006003500998496523,0.1,0.34
1.8,0.0004002751500249307,0.1,0.35000000000000003
2.0,0.0005003502000499447,0.1,0.36
2.6,0.0008005252499747361,0.1,0.37
1.6,0.000300225150075042,0.1,0.38
2.4,0.0007004752500248474,0.1,0.39
3.0,0.0010005250495741676,0.1,0.4
2.6,0.0008004751498245299,0.1,0.41000000000000003
2.6,0.0009004249494740536,0.1,0.42
2.0,0.0005003251499748194,0.1,0.43
2.4,0.0007004251498746412,0.1,0.44
2.6,0.0009005251497744436,0.1,0.45
3.0,0.0010005500996492485,0.1,0.46
3.2,0.0012002993984976072,0.1,0.47000000000000003
3.0,0.0012004246488731482,0.1,0.48
3.0,0.0012005248491735385,0.1,0.49
1.8,0.0004002751500249307,0.1,0.5
1.4,0.000200150100050028,0.11,0.0
1.6,0.0003002000999999167,0.11,0.01
1.6,0.0004001999997996243,0.11,0.02
2.0,0.0005003000998997384,0.11,0.03
2.6,0.0009003748493238472,0.11,0.04
2.0,0.0005003502000499447,0.11,0.05
1.6,0.0003002000999999167,0.11,0.06
1.8,0.000500249999749513,0.11,0.07
2.0,0.0005003251499748195,0.11,0.08
3.6,0.2990422667412157,0.11,0.09
4.0,0.49815434177921664,0.11,0.1
5.6,0.20111281827372918,0.11,0.11
7.0,0.003499745992238517,0.11,0.12
7.0,0.0030003727451174645,0.11,0.13
3.2,0.0014003242481721257,0.11,0.14
2.6,0.0009005251497744436,0.11,0.15
1.4,0.000200150100050028,0.11,0.16
2.4,0.0007004501999497221,0.11,0.17
2.0,0.000700375049724466,0.11,0.18
2.4,0.0007004501999497221,0.11,0.19
2.8,0.0011004748492236497,0.11,0.2
2.6,0.0009003748493238472,0.11,0.21
1.8,0.0004002500999498054,0.11,0.22
3.2,0.0012005999993988448,0.11,0.23
2.6,0.0012004496989482631,0.11,0.24
1.8,0.0004002751500249307,0.11,0.25
2.4,0.000800425049674371,0.11,0.26
2.6,0.0009004499995491344,0.11,0.27
2.2,0.0006003500998496272,0.11,0.28
2.4,0.0007004251498746412,0.11,0.29
2.4,0.0007003499996493318,0.11,0.3
1.4,0.000200150100050028,0.11,0.31
2.4,0.0007004501999497665,0.11,0.32
2.6,0.0009003497992487441,0.11,0.33
2.8,0.0011004497991485497,0.11,0.34
2.8,0.0009004499995491535,0.11,0.35000000000000003
2.0,0.0005003000998997385,0.11,0.36
2.4,0.0009003998993989534,0.11,0.37
2.6,0.0010002995988982455,0.11,0.38
2.4,0.0007003499996493318,0.11,0.39
2.4,0.0008001995989984207,0.11,0.4
2.4,0.000800475149824555,0.11,0.41000000000000003
1.6,0.0003002000999999167,0.11,0.42
3.0,0.0010005250495741453,0.11,0.43
1.0,0.0,0.11,0.44
2.2,0.0007002748494240256,0.11,0.45
1.4,0.000200150100050028,0.11,0.46
2.0,0.0005003502000499448,0.11,0.47000000000000003
2.0,0.0005003000998997384,0.11,0.48
2.8,0.001000449899348861,0.11,0.49
1.6,0.0006001997993990203,0.11,0.5
1.6,0.0006001496992488423,0.12,0.0
2.6,0.0008003749495241396,0.12,0.01
1.8,0.0005003251499748445,0.12,0.02
2.0,0.0005003251499748195,0.12,0.03
1.6,0.000300225150075042,0.12,0.04
1.2,0.000100075050025014,0.12,0.05
1.8,0.0005003000998997193,0.12,0.06
2.4,0.0007004251498746412,0.12,0.07
2.4,0.09950651352052756,0.12,0.08
1.8,0.09996692763834908,0.12,0.09
3.2,0.29907001596190785,0.12,0.1
4.6,0.29954345611878147,0.12,0.11
7.0,0.10322594867139416,0.12,0.12
6.4,0.30203979630280936,0.12,0.13
7.0,0.0030003727451174645,0.12,0.14
7.0,0.0032999966933900853,0.12,0.15
2.4,0.0009004249494740593,0.12,0.16
2.4,0.0008003498994490394,0.12,0.17
2.4,0.0007004501999497664,0.12,0.18
2.0,0.0005003251499748195,0.12,0.19
